link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
1551,,,Chloropidae,,,,,,,,NA,,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1552,Sparganium eurycarpum,larvae,Chloropidae,,observed,"Todd, J. L. and B. A. Foote. 1987. Resource partitioning in Chloropidae (Diptera) of a freshwater marsh. Proceedings of the Entomological Society of Washington 89: 803-810.",Sparganium,NA,Typhaceae,Poales,NA,producer,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1553,Nuphar lutea,larvae,Chloropidae,,observed,"Todd, J. L. and B. A. Foote. 1987. Resource partitioning in Chloropidae (Diptera) of a freshwater marsh. Proceedings of the Entomological Society of Washington 89: 803-810.",Nuphar,NA,Nymphaeaceae,Nymphaeales,NA,producer,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1554,Carex,larvae,Chloropidae,,observed,"Todd, J. L. and B. A. Foote. 1987. Resource partitioning in Chloropidae (Diptera) of a freshwater marsh. Proceedings of the Entomological Society of Washington 89: 803-810.",Carex,NA,Cyperaceae,Poales,NA,producer,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1555,Phalaris arundinacea,larvae,Chloropidae,,observed,"Todd, J. L. and B. A. Foote. 1987. Resource partitioning in Chloropidae (Diptera) of a freshwater marsh. Proceedings of the Entomological Society of Washington 89: 803-810.",Poa,Pooideae,Poaceae,Poales,NA,producer,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1556,Eleocharis smallii,larvae,Chloropidae,,observed,"Todd, J. L. and B. A. Foote. 1987. Resource partitioning in Chloropidae (Diptera) of a freshwater marsh. Proceedings of the Entomological Society of Washington 89: 803-810.",Eleocharis,NA,Cyperaceae,Poales,NA,producer,NA,NA,Chloropidae,Diptera,Insecta,herbivore
1557,Hieraciumm lachenalii,,Culicidae,adults ,observed,"Peach, D.,  Ko, E., Blake, A., and Gries, G. (2019) Ultraviolet inflorescence cues enhance attractiveness of inflorescence odour to Culex pipiens mosquitoes. PLoS ONE 14(6): e0217484. https://doi.org/10.1371/journal.pone.0217484",Hieraciumm ,,Asteraceae,Asterales,NA,producer,NA,NA,Culicidae,Diptera,Insecta,nectivore/haematophyte
1558,Tanacetum vulgare,,Culicidae,adults ,observed,"Peach, D.,  Ko, E., Blake, A., and Gries, G. (2019) Ultraviolet inflorescence cues enhance attractiveness of inflorescence odour to Culex pipiens mosquitoes. PLoS ONE 14(6): e0217484. https://doi.org/10.1371/journal.pone.0217484",Tanacetum ,Asteroideae,Asteraceae,Asterales,NA,producer,NA,NA,Culicidae,Diptera,Insecta,nectivore/haematophyte
1559,Detritus,,Culicidae,larvae,observed,"Yanoviak , S. 1999. Effects of Mecistogaster spp. (Odonata: Pseudostigmatidae) and Culex mollis (Diptera: Culicidae) on Litter Decomposition in Neotropical Treehole Microcosms. The Florida Entomologist , 82, (3). 462-468 .https://www.jstor.org/stable/3496872",NA,NA,NA,NA,NA,NA,NA,NA,Culicidae,Diptera,Insecta,nectivore/haematophyte
1560,,,Anepsiomyia flaviventris,,,,,,,,,,Anepsiomyia,Sympycninae,Dolichopodidae,Diptera,Insecta,
1561,Simuliidae,larvae/adults,Dolichopodidae,adults ,,"Werner, D. and Pont, A. 2003. Dipteran predators of Simuliid blackflies: a worldwide review. Medical and Veterinary Entomology, 17, 115–132.",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,NA,NA,Dolichopodidae,Diptera,Insecta,predator
1562,Chironomidae,,Dolichopodidae,,,"Cicero, J., Adair, M., Adair, R.  Hunter, W., Avery, P., and Mizell, R., 2017.  Predatory Behavior of Long-Legged Flies (Diptera: Dolichopodidae) and Their Potential Negative Effects on the Parasitoid Biological Control Agent of the Asian Citrus Psyllid (",NA,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,NA,NA,Dolichopodidae,Diptera,Insecta,predator
1563,Psyllidae,,Chrysotus,,observed,"Cicero, J., Adair, M., Adair, R.  Hunter, W., Avery, P., and Mizell, R., 2017.  Predatory Behavior of Long-Legged Flies (Diptera: Dolichopodidae) and Their Potential Negative Effects on the Parasitoid Biological Control Agent of the Asian Citrus Psyllid (Hemiptera: Liviidae).Florida Entomologist, 100(2) : 485-487.https://doi.org/10.1653/024.100.0243",NA,NA,Psyllidae,Hemiptera,Insecta,herbivore,Chrysotus,Diaphorinae,Dolichopodidae,Diptera,Insecta,predator
1564,Collembola,,Chrysotus,,observed,"Cicero, J., Adair, M., Adair, R.  Hunter, W., Avery, P., and Mizell, R., 2017.  Predatory Behavior of Long-Legged Flies (Diptera: Dolichopodidae) and Their Potential Negative Effects on the Parasitoid Biological Control Agent of the Asian Citrus Psyllid (Hemiptera: Liviidae).Florida Entomologist, 100(2) : 485-487.https://doi.org/10.1653/024.100.0243",NA,NA,NA,Collembola,,detritivore,Chrysotus,Diaphorinae,Dolichopodidae,Diptera,Insecta,predator
1565,,,Sympycnus desoutteri,,,,,,,,,,Sympycnus,Sympycninae,Dolichopodidae,Diptera,Insecta,
1566,Stellaria media,,Drosophilidae,,observed,DBIFP,Stellaria,NA,Caryophyllaceae,Caryophyllales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1567,Simuliidae,,Drosophilidae,,observed,"Werner, D. and Pont, A. 2003. Dipteran predators of Simuliid blackflies: a worldwide review. Medical and Veterinary Entomology, 17, 115–132.",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1568,Ericacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Ericacea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1569,Onagracea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Onagracea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1570,Taxacea ,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Taxacea ,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1571,Rosaceae,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Rosaceae,Rosales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1572,Solanaceae,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Solanaceae,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1573,Cornacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Cornacea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1574,Garryacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Garryacea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1575,Santalacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,"Santalacea,",,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1576,Grossulariaceae ,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Grossulariaceae ,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1577,Elaeagnace,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA, Elaeagnace,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1578,Moracea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Moracea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1579,Phytolaccacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Phytolaccacea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1580,Rhamnacea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Rhamnacea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1581,Caprifoliaceae,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Caprifoliaceae,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1582,Berberidaceae,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Berberidaceae,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1583,Aracea,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Aracea,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1584,Adoxaceae,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",NA,NA,Adoxaceae,,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1585,Mahonia aquifolium,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Mahonia,NA,Berberidaceae,Ranunculales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1586,Taxus battica,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Taxus,NA,Taxaceae,Cupressales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1587,Symphoricarpos albus,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Symphoricarpos,NA,Caprifoliaceae,Dipsacales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1588,Morus,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Morus,NA,Moraceae,Rosales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1589,Lonicera xylosteum,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Lonicera,NA,Caprifoliaceae,Dipsacales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1590,Atropa belladonna,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Atropa,NA,Solanaceae,Solanales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1591,Viscum album,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Viscum,NA,Santalaceae,Santalales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1592,Phytolacca americana,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Phytolacca,NA,Phytolaccaceae,Caryophyllales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1593,Sambucus nigra,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Sambucus,NA,Adoxaceae,Dipsacales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1594,Vaccinium uliginosum,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Vaccinium,Vaccinioideae,Ericaceae,Ericales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1595,Fragaria vesca,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Fragaria,Rosoideae,Rosaceae,Rosales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1596,Arum maculatum,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Arum,Aroideae,Araceae,Alismatales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1597,Rubus,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Rubus,NA,Rosaceae,Rosales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1598,Prunus ,,Drosophilidae,,observed,"Poyet. M, Le Roux, V., Gibert, P., Meirland, A., Prevost, G., Eslin, P. et al. (2015) The Wide Potential Trophic Niche of the Asiatic Fruit Fly Drosophila suzukii: The Key of Its Invasion Success in Temperate Europe? PLoS ONE 10(11): e0142785. doi:10.1371/journal.pone.0142785",Prunus,Amygdaloideae,Rosaceae,Rosales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1599,Symplocarpus foetidus,larvae,Drosophilidae,,observed,"Grimaldi, D. and Jaenike, J.1983. The Diptera Breeding on Skunk Cabbage, Symplocarpus foetidus (Araceae), Journal of the New York Entomological Society , Mar. 91, (1), 83-89. https://www.jstor.org/stable/25009345",Symplocarpus ,Orontioideae,Araceae,Alismatales,NA,producer,NA,NA,Drosophilidae,Diptera,Insecta,fructivore
1600,,,Chelifera precatoria,,,,,,,,,,Chelifera,Hemerodromiinae,Empididae,Diptera,Insecta,
1601,Collembola,,Hemerodromiinae ,,,"Wagner, R. and Gathmann, O. (1997). Long-term studies on aquatic Dance Flies (Diptera, Empididae) 1983-1993: Distribution and size patterns along the stream, abundance changes between years and the influence of environmental factors on the community. Archiv fur Hydrobiologie, 137,  385 - 410.",NA,NA,NA,Collembola,NA,detritivore,NA,Hemerodromiinae,Empididae,Diptera,Insecta,predator
1602,Chironomidae,,Hemerodromiinae ,,,"Wagner, R. and Gathmann, O. (1997). Long-term studies on aquatic Dance Flies (Diptera, Empididae) 1983-1993: Distribution and size patterns along the stream, abundance changes between years and the influence of environmental factors on the community. Archiv fur Hydrobiologie, 137,  385 - 410.",NA,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,NA,Hemerodromiinae,Empididae,Diptera,Insecta,predator
1603,,,Clinocera stagnalis,,,,,,,,,,Clinocera ,Clinocerinae,Empididae,Diptera,Insecta,predator
1604,Chironomidae,,Clinocerinae,,,"Niesiolowski 1992 (personal observation), as cited in Ivkovic, M. Matoni?kin Kep?ija, R.  Mihaljevi?, Z., and  Horvat, B. 2007. Assemblage composition and ecological features of aquatic dance flies (Diptera, Empididae) in the Cetina River system, Croatia. Fundamental and Applied Limnology Archiv fiir Hydrobiologie Vol. 170/3: 223-232,",NA,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,NA,Clinocerinae,Empididae,Diptera,Insecta,predator
1605,Simuliidae,larvae,Clinocerinae,,adults/larvae,"Werner, D. and Pont, A. 2003. Dipteran predators of Simuliid blackflies: a worldwide review. Medical and Veterinary Entomology, 17, 115–132.",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,NA,Clinocerinae,Empididae,Diptera,Insecta,predator
1606,,,Empis aestiva,,,,,,,,,,Empis,Empidinae,Empididae,Diptera,Insecta,
1607,,,Empis albinervis,,,,,,,,,,Empis,Empidinae,Empididae,Diptera,Insecta,
1608,Chironomus plumosus ,,Empis,,adult,"McLachlan, A., Ladle, R.,  and Crompton.  B. 2003.Predator–prey interactions on the wing: aerobatics and body size among dance flies and midges, ANIMAL BEHAVIOUR, 2003, 66, 911–915. doi:10.1006/anbe.2003.2277",Chironomus,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,Empis,Empidinae,Empididae,Diptera,Insecta,predator
1609,,,Kowarzia bipunctata,,,,,,,,,,Kowarzia,Clinocerinae,Empididae,Diptera,Insecta,
1610,,,Setacera,,,,,,,,,,NA,Ephydrinae,Ephydridae,Diptera,Insecta,
1611,Cyanobacteria,,Ephydridae,larvae,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",NA,NA,NA,Cyanophyceae,,NA,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1612,Diatom,,Ephydridae,larvae,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",NA,NA,NA,NA,,producer,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1613,Detritus,,Ephydridae,larvae,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",NA,NA,NA,NA,NA,NA,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1614,Lemna minor,,Ephydridae,,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",Lemna,NA,Araceae,Alismatales,,producer,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1615,Poaceae,,Ephydridae,larvae,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",NA,NA,Poaceae,Poales,,producer,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1616,Algae,,Ephydridae,larvae,,"Foote, B. 1995. Biology of Shore Flies. Annu. Rev. Entornol.,40, 417-42 ",NA,NA,NA,NA,NA,producer,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1617,Simuliidae,adults,Ephydridae,,,"Werner, D. and Pont, A. 2003. Dipteran predators of Simuliid blackflies: a worldwide review. Medical and Veterinary Entomology, 17, 115–132.",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,NA,NA,Ephydridae,Diptera,Insecta,detritivore/herbivore/predator
1618,Fungal spores,larvae,Lonchoptera bifurcata,,,"Redderson,  J.  1995. Feeding biology of fungivorous insects from danish cereal fields, Pedobiologia, 39,  370 - 384.",NA,NA,NA,NA,NA,NA,Lonchoptera,NA,Lonchopteridae,Diptera,Insecta,fungivore
1619,Fungal spores,larvae,Lonchoptera lutea,,,"Jones, M. 1976. Arthropods from Fallow Land in a Winter Wheat-Fallow Sequence.Journal of Applied Ecology, Vol. 13, No. 1 (Apr., 1976), pp. 87-101",NA,NA,NA,NA,NA,NA,Lonchoptera,NA,Lonchopteridae,Diptera,Insecta,fungivore
1620,, ,Microphor crassipes,,,,,,,,,,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,
1621,Nitidulidae,,Microphor ,,observed,"Nentwig ,W. 1985. Obligate kleptoparasitic behaviour of female flies at spider webs (Diptera: Empidoidea: Microphoridae). Zool. Anz., 215, 348-354.",NA,NA,Nitidulidae,Coleoptera,Insecta,detritivore,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,kleptoparasite
1622,Staphylinidae,,Microphor ,,observed,"Nentwig ,W. 1985. Obligate kleptoparasitic behaviour of female flies at spider webs (Diptera: Empidoidea: Microphoridae). Zool. Anz., 215, 348-354.",NA,NA,Staphylinidae,Coleoptera,Insecta,predator/scavenger,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,kleptoparasite
1623,Chironimidae,,Microphor ,,observed,"Nentwig ,W. 1985. Obligate kleptoparasitic behaviour of female flies at spider webs (Diptera: Empidoidea: Microphoridae). Zool. Anz., 215, 348-354.",NA,NA,Chironimidae,Diptera,Insecta,herbivore,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,kleptoparasite
1624,Thysanoptera,,Microphor,,observed,"Nentwig ,W. 1985. Obligate kleptoparasitic behaviour of female flies at spider webs (Diptera: Empidoidea: Microphoridae). Zool. Anz., 215, 348-354.",NA,NA,NA,Thysanoptera,Insecta,herbivore,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,kleptoparasite
1625,Aphidoidea,,Microphor ,,observed,"Nentwig ,W. 1985. Obligate kleptoparasitic behaviour of female flies at spider webs (Diptera: Empidoidea: Microphoridae). Zool. Anz., 215, 348-354.",NA,NA,NA,Hemiptera,Insecta,herbivore,Microphor ,Microphorinae,Microphoridae,Diptera,Insecta,kleptoparasite
1626,Chironomidae,,Limnophora,,observed,"Ivkovic, M and Point, A. 2016. Long-time emergence patterns of Limnophora species Diptera, Muscidae) in specific karst habitats: tufa barriers. Limnologica, 61, 29–35. http://dx.doi.org/10.1016/j.limno.2016.09.003",NA,NA,Chironimidae,Diptera,Insecta,herbivore,Limnophor,NA,Muscidae,Diptera,Insecta,predator
1627,Simuliidae,,Limnophora,,observed,"Ivkovic, M and Point, A. 2016. Long-time emergence patterns of Limnophora species Diptera, Muscidae) in specific karst habitats: tufa barriers. Limnologica, 61, 29–35. http://dx.doi.org/10.1016/j.limno.2016.09.003",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,Limnophor,NA,Muscidae,Diptera,Insecta,predator
1628,Agromyzidae,,Limnophora,,observed,"Pont, A. Nikita, V. and Werner, D.  2011.  The hunter-flies ofArmeniaI. Some species ofthe genus Limnophora Robineau Desvoidy, with the description ora new species. Article  in  Zoology in the Middle East, 52, 89-103.  DOI: 10.1080/09397140.2011.10638483",NA,NA,Agromyzidae,Diptera,Insecta,herbivore,Limnophor,NA,Muscidae,Diptera,Insecta,predator
